uid,variant,temp,model,modality,file,strict,strict_reason,rescued,rescued_reason,schema_status
ab599408,0,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/ab599408_v0_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
8cc4a9e1,0,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/8cc4a9e1_v0_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
0dd1e9ca,0,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/0dd1e9ca_v0_t0_0.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
85a846ff,1,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/85a846ff_v1_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
0dd1e9ca,2,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/0dd1e9ca_v2_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
ab599408,1,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/ab599408_v1_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
85a846ff,2,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/85a846ff_v2_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
47817359,2,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/47817359_v2_t0_0.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
bbf22c00,0,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/bbf22c00_v0_t0_0.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
ab599408,0,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/ab599408_v0_t0_0.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
8cc4a9e1,0,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/8cc4a9e1_v0_t0_0.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
47817359,0,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/47817359_v0_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
bbf22c00,2,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/bbf22c00_v2_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
85a846ff,0,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/85a846ff_v0_t0_0.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
8cc4a9e1,2,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/8cc4a9e1_v2_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
ab599408,2,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/ab599408_v2_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
0dd1e9ca,2,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/0dd1e9ca_v2_t0_0.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
0dd1e9ca,0,0.5,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/0dd1e9ca_v0_t0_5.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
bbf22c00,2,0.0,llama3-8b-8192,GUI,groq_batch_rate_limited/llama3-8b-8192/bbf22c00_v2_t0_0.json,0.0,"[{'action': 'click', 'targets': ['table:has-text(""order"" i) >> tr >> input[type=checkbox]']}, {'action': 'click', 'targets': ['table:has-text(""invoice"" i) >> tr >> input[type=checkbox]']}, {'action': 'click', 'targets': ['button:has-text(""match"" i)']}, {'action': 'click', 'targets': ['button:has-text(""record"" i)']}] is not valid under any of the given schemas",0.0,"[{'action': 'click', 'targets': ['table:has-text(""order"" i) >> tr >> input[type=checkbox]']}, {'action': 'click', 'targets': ['table:has-text(""invoice"" i) >> tr >> input[type=checkbox]']}, {'action': 'click', 'targets': ['button:has-text(""match"" i)']}, {'action': 'click', 'targets': ['button:has-text(""record"" i)']}] is not valid under any of the given schemas",fail
8cc4a9e1,2,0.0,llama3-8b-8192,GUI,groq_batch_rate_limited/llama3-8b-8192/8cc4a9e1_v2_t0_0.json,0.0,"[{'action': 'click', 'target': 'button:has-text(""calculate"" i), button:has-text(""compute"" i)'}, {'action': 'click', 'target': 'input[name*=charge i]'}, {'action': 'type', 'target': 'input[name*=charge i]', 'value': 'price list'}, {'action': 'click', 'target': 'button:has-text(""save"" i)'}] is not valid under any of the given schemas",0.0,"[{'action': 'click', 'target': 'button:has-text(""calculate"" i), button:has-text(""compute"" i)'}, {'action': 'click', 'target': 'input[name*=charge i]'}, {'action': 'type', 'target': 'input[name*=charge i]', 'value': 'price list'}, {'action': 'click', 'target': 'button:has-text(""save"" i)'}] is not valid under any of the given schemas",fail
ab599408,2,0.0,llama3-8b-8192,GUI,groq_batch_rate_limited/llama3-8b-8192/ab599408_v2_t0_0.json,0.0,"[{'action': 'click', 'target': 'input[placeholder*=search i]'}, {'action': 'click', 'target': 'button:has-text(""add item"" i)'}, {'action': 'set_value', 'target': 'input[name*=quantity i]', 'value': '1'}, {'action': 'click', 'target': 'button:has-text(""order"" i)'}] is not valid under any of the given schemas",0.0,"[{'action': 'click', 'target': 'input[placeholder*=search i]'}, {'action': 'click', 'target': 'button:has-text(""add item"" i)'}, {'action': 'set_value', 'target': 'input[name*=quantity i]', 'value': '1'}, {'action': 'click', 'target': 'button:has-text(""order"" i)'}] is not valid under any of the given schemas",fail
47817359,2,0.5,llama3-8b-8192,GUI,groq_batch_rate_limited/llama3-8b-8192/47817359_v2_t0_5.json,0.0,"[{'type': 'click', 'selector': 'input[name*=account i]'}, {'type': 'type', 'selector': 'input[name*=amount i]', 'value': '100'}, {'type': 'type', 'selector': 'textarea[name*=memo i]', 'value': 'Test transaction'}, {'type': 'click', 'selector': 'button:has-text(""post"" i)'}] is not valid under any of the given schemas",0.0,"[{'type': 'click', 'selector': 'input[name*=account i]'}, {'type': 'type', 'selector': 'input[name*=amount i]', 'value': '100'}, {'type': 'type', 'selector': 'textarea[name*=memo i]', 'value': 'Test transaction'}, {'type': 'click', 'selector': 'button:has-text(""post"" i)'}] is not valid under any of the given schemas",fail
47817359,2,0.0,llama3-8b-8192,GUI,groq_batch_rate_limited/llama3-8b-8192/47817359_v2_t0_0.json,0.0,"[{'action': 'click', 'target': 'input[name*=account i]'}, {'action': 'type', 'target': 'input[name*=account i]', 'value': 'Account Name'}, {'action': 'click', 'target': 'input[name*=amount i]'}, {'action': 'type', 'target': 'input[name*=amount i]', 'value': '100.00'}, {'action': 'click', 'target': 'textarea[name*=memo i]'}, {'action': 'type', 'target': 'textarea[name*=memo i]', 'value': 'This is a memo'}, {'action': 'click', 'target': 'button:has-text(""post"" i)'}] is not valid under any of the given schemas",0.0,"[{'action': 'click', 'target': 'input[name*=account i]'}, {'action': 'type', 'target': 'input[name*=account i]', 'value': 'Account Name'}, {'action': 'click', 'target': 'input[name*=amount i]'}, {'action': 'type', 'target': 'input[name*=amount i]', 'value': '100.00'}, {'action': 'click', 'target': 'textarea[name*=memo i]'}, {'action': 'type', 'target': 'textarea[name*=memo i]', 'value': 'This is a memo'}, {'action': 'click', 'target': 'button:has-text(""post"" i)'}] is not valid under any of the given schemas",fail
bbf22c00,2,0.5,llama3-8b-8192,GUI,groq_batch_rate_limited/llama3-8b-8192/bbf22c00_v2_t0_5.json,0.0,"[{'type': 'click', 'selector': 'table:has-text(""order"" i) >> tr >> input[type=checkbox]'}, {'type': 'click', 'selector': 'table:has-text(""invoice"" i) >> tr >> input[type=checkbox]'}, {'type': 'click', 'selector': 'button:has-text(""match"" i)'}, {'type': 'click', 'selector': 'button:has-text(""record"" i)'}] is not valid under any of the given schemas",0.0,"[{'type': 'click', 'selector': 'table:has-text(""order"" i) >> tr >> input[type=checkbox]'}, {'type': 'click', 'selector': 'table:has-text(""invoice"" i) >> tr >> input[type=checkbox]'}, {'type': 'click', 'selector': 'button:has-text(""match"" i)'}, {'type': 'click', 'selector': 'button:has-text(""record"" i)'}] is not valid under any of the given schemas",fail
8cc4a9e1,2,0.5,llama3-8b-8192,GUI,groq_batch_rate_limited/llama3-8b-8192/8cc4a9e1_v2_t0_5.json,0.0,"[{'action': 'click', 'target': 'input[name*=space i]'}, {'action': 'type', 'target': 'input[name*=space i]', 'value': '100'}, {'action': 'click', 'target': 'input[name*=charge i]'}, {'action': 'type', 'target': 'input[name*=charge i]', 'value': '50'}, {'action': 'click', 'target': 'button:has-text(""calculate"" i)'}, {'action': 'wait', 'timeout': 3000}, {'action': 'click', 'target': 'button:has-text(""save"" i)'}] is not valid under any of the given schemas",0.0,"[{'action': 'click', 'target': 'input[name*=space i]'}, {'action': 'type', 'target': 'input[name*=space i]', 'value': '100'}, {'action': 'click', 'target': 'input[name*=charge i]'}, {'action': 'type', 'target': 'input[name*=charge i]', 'value': '50'}, {'action': 'click', 'target': 'button:has-text(""calculate"" i)'}, {'action': 'wait', 'timeout': 3000}, {'action': 'click', 'target': 'button:has-text(""save"" i)'}] is not valid under any of the given schemas",fail
0dd1e9ca,2,0.0,llama3-8b-8192,GUI,groq_batch_rate_limited/llama3-8b-8192/0dd1e9ca_v2_t0_0.json,0.0,"[{'action': 'click', 'target': 'select[name*=report i]'}, {'action': 'click', 'target': 'button:has-text(""generate"" i)'}, {'action': 'click', 'target': 'button:has-text(""export"" i)'}, {'action': 'click', 'target': 'a:has-text(""download"" i)'}] is not valid under any of the given schemas",0.0,"[{'action': 'click', 'target': 'select[name*=report i]'}, {'action': 'click', 'target': 'button:has-text(""generate"" i)'}, {'action': 'click', 'target': 'button:has-text(""export"" i)'}, {'action': 'click', 'target': 'a:has-text(""download"" i)'}] is not valid under any of the given schemas",fail
47817359,2,0.5,claude-3-opus-20240229,GUI,anthropic/claude-3-opus-20240229/47817359_v2_t0_5.json,0.0,"[{'function': 'click', 'selector': 'input[name*=""account"" i]'}, {'function': 'fill', 'selector': 'input[name*=""amount"" i], input[type=number]', 'value': '{{amount}}'}, {'function': 'fill', 'selector': 'textarea[name*=""memo"" i]', 'value': '{{memo}}'}, {'function': 'click', 'selector': 'button:has-text(""post"" i), button:has-text(""save"" i)'}] is not valid under any of the given schemas",0.0,"[{'function': 'click', 'selector': 'input[name*=""account"" i]'}, {'function': 'fill', 'selector': 'input[name*=""amount"" i], input[type=number]', 'value': '{{amount}}'}, {'function': 'fill', 'selector': 'textarea[name*=""memo"" i]', 'value': '{{memo}}'}, {'function': 'click', 'selector': 'button:has-text(""post"" i), button:has-text(""save"" i)'}] is not valid under any of the given schemas",fail
0dd1e9ca,2,0.5,claude-3-opus-20240229,GUI,anthropic/claude-3-opus-20240229/0dd1e9ca_v2_t0_5.json,0.0,"[{'action': 'click', 'selector': 'select[name*=""report i""]', 'description': 'Select the type of report to generate from a dropdown'}, {'action': 'click', 'selector': 'button:has-text(""generate"" i)', 'description': 'Click the button to generate the selected report'}, {'action': 'click', 'selector': 'button:has-text(""export"" i)', 'description': 'Click the button to export the generated report'}, {'action': 'click', 'selector': 'a:has-text(""download"" i)', 'description': 'Click the link to download the exported report'}] is not valid under any of the given schemas",0.0,"[{'action': 'click', 'selector': 'select[name*=""report i""]', 'description': 'Select the type of report to generate from a dropdown'}, {'action': 'click', 'selector': 'button:has-text(""generate"" i)', 'description': 'Click the button to generate the selected report'}, {'action': 'click', 'selector': 'button:has-text(""export"" i)', 'description': 'Click the button to export the generated report'}, {'action': 'click', 'selector': 'a:has-text(""download"" i)', 'description': 'Click the link to download the exported report'}] is not valid under any of the given schemas",fail
85a846ff,2,0.5,claude-3-opus-20240229,GUI,anthropic/claude-3-opus-20240229/85a846ff_v2_t0_5.json,0.0,"[{'action': 'click', 'selector': 'input[name*=""account i""]', 'description': 'Click on the account number input field'}, {'action': 'fill', 'selector': 'input[name*=""account i""]', 'value': '<account_number>', 'description': 'Enter the account number'}, {'action': 'click', 'selector': 'input[name*=""amount i""], input[type=""number""]', 'description': 'Click on the amount or ID number field'}, {'action': 'fill', 'selector': 'input[name*=""amount i""], input[type=""number""]', 'value': '<amount_or_id>', 'description': 'Enter the numerical amount or ID number'}, {'action': 'click', 'selector': 'textarea[name*=""memo i""]', 'description': 'Click on the memo text field'}, {'action': 'fill', 'selector': 'textarea[name*=""memo i""]', 'value': '<memo_text>', 'description': 'Enter the memo details'}, {'action': 'click', 'selector': 'button:has-text(""post"" i), button:has-text(""save"" i)', 'description': 'Click the post or save button to commit the record'}] is not valid under any of the given schemas",0.0,"[{'action': 'click', 'selector': 'input[name*=""account i""]', 'description': 'Click on the account number input field'}, {'action': 'fill', 'selector': 'input[name*=""account i""]', 'value': '<account_number>', 'description': 'Enter the account number'}, {'action': 'click', 'selector': 'input[name*=""amount i""], input[type=""number""]', 'description': 'Click on the amount or ID number field'}, {'action': 'fill', 'selector': 'input[name*=""amount i""], input[type=""number""]', 'value': '<amount_or_id>', 'description': 'Enter the numerical amount or ID number'}, {'action': 'click', 'selector': 'textarea[name*=""memo i""]', 'description': 'Click on the memo text field'}, {'action': 'fill', 'selector': 'textarea[name*=""memo i""]', 'value': '<memo_text>', 'description': 'Enter the memo details'}, {'action': 'click', 'selector': 'button:has-text(""post"" i), button:has-text(""save"" i)', 'description': 'Click the post or save button to commit the record'}] is not valid under any of the given schemas",fail
47817359,2,0.0,claude-3-opus-20240229,GUI,anthropic/claude-3-opus-20240229/47817359_v2_t0_0.json,0.0,"[{'function': 'click', 'selector': 'input[name*=""account"" i]'}, {'function': 'fill', 'selector': 'input[name*=""amount"" i], input[type=number]', 'value': '{{amount}}'}, {'function': 'fill', 'selector': 'textarea[name*=""memo"" i]', 'value': '{{memo}}'}, {'function': 'click', 'selector': 'button:has-text(""post"" i), button:has-text(""save"" i)'}] is not valid under any of the given schemas",0.0,"[{'function': 'click', 'selector': 'input[name*=""account"" i]'}, {'function': 'fill', 'selector': 'input[name*=""amount"" i], input[type=number]', 'value': '{{amount}}'}, {'function': 'fill', 'selector': 'textarea[name*=""memo"" i]', 'value': '{{memo}}'}, {'function': 'click', 'selector': 'button:has-text(""post"" i), button:has-text(""save"" i)'}] is not valid under any of the given schemas",fail
0dd1e9ca,2,0.0,claude-3-opus-20240229,GUI,anthropic/claude-3-opus-20240229/0dd1e9ca_v2_t0_0.json,0.0,"[{'action': 'click', 'selector': 'select[name*=""report"" i]', 'description': 'Select the type of report to generate from a dropdown'}, {'action': 'click', 'selector': 'button:has-text(""generate"" i)', 'description': 'Click the button to generate the selected report'}, {'action': 'click', 'selector': 'button:has-text(""export"" i)', 'description': 'Click the button to export the generated report'}, {'action': 'click', 'selector': 'a:has-text(""download"" i)', 'description': 'Click the link to download the exported report file'}] is not valid under any of the given schemas",0.0,"[{'action': 'click', 'selector': 'select[name*=""report"" i]', 'description': 'Select the type of report to generate from a dropdown'}, {'action': 'click', 'selector': 'button:has-text(""generate"" i)', 'description': 'Click the button to generate the selected report'}, {'action': 'click', 'selector': 'button:has-text(""export"" i)', 'description': 'Click the button to export the generated report'}, {'action': 'click', 'selector': 'a:has-text(""download"" i)', 'description': 'Click the link to download the exported report file'}] is not valid under any of the given schemas",fail
8cc4a9e1,2,0.0,claude-3-5-sonnet-20240620,GUI,anthropic/claude-3-5-sonnet-20240620/8cc4a9e1_v2_t0_0.json,0.0,"[{'action': 'find', 'selector': 'input[name*=space i], input[placeholder*=space i]', 'description': 'Find input field for entering space/volume'}, {'action': 'type', 'text': '1000', 'description': 'Enter sample space/volume value'}, {'action': 'find', 'selector': 'input[name*=charge i]', 'description': 'Find input field for entering charge rate'}, {'action': 'type', 'text': '5.50', 'description': 'Enter sample charge rate'}, {'action': 'click', 'selector': 'button:has-text(""calculate"" i), button:has-text(""compute"" i)', 'description': 'Click calculate/compute button'}, {'action': 'read', 'selector': 'output, #result, .total', 'description': 'Read calculated result'}, {'action': 'click', 'selector': 'button:has-text(""save"" i)', 'description': 'Click save button to store result'}] is not valid under any of the given schemas",0.0,"[{'action': 'find', 'selector': 'input[name*=space i], input[placeholder*=space i]', 'description': 'Find input field for entering space/volume'}, {'action': 'type', 'text': '1000', 'description': 'Enter sample space/volume value'}, {'action': 'find', 'selector': 'input[name*=charge i]', 'description': 'Find input field for entering charge rate'}, {'action': 'type', 'text': '5.50', 'description': 'Enter sample charge rate'}, {'action': 'click', 'selector': 'button:has-text(""calculate"" i), button:has-text(""compute"" i)', 'description': 'Click calculate/compute button'}, {'action': 'read', 'selector': 'output, #result, .total', 'description': 'Read calculated result'}, {'action': 'click', 'selector': 'button:has-text(""save"" i)', 'description': 'Click save button to store result'}] is not valid under any of the given schemas",fail
ab599408,2,0.0,claude-3-5-sonnet-20240620,GUI,anthropic/claude-3-5-sonnet-20240620/ab599408_v2_t0_0.json,0.0,"[{'action': 'find', 'selector': 'input[placeholder*=search i]', 'description': 'Find the search input field'}, {'action': 'type', 'text': 'medical supplies', 'description': 'Enter search term for medical supplies'}, {'action': 'click', 'selector': 'button:has-text(""add item"" i)', 'description': 'Click button to add items to order'}, {'action': 'find', 'selector': 'input[name*=quantity i]', 'description': 'Find quantity input field'}, {'action': 'type', 'text': '10', 'description': 'Enter quantity of 10'}, {'action': 'click', 'selector': 'button:has-text(""order"" i), button:has-text(""submit"" i)', 'description': 'Click button to submit order'}] is not valid under any of the given schemas",0.0,"[{'action': 'find', 'selector': 'input[placeholder*=search i]', 'description': 'Find the search input field'}, {'action': 'type', 'text': 'medical supplies', 'description': 'Enter search term for medical supplies'}, {'action': 'click', 'selector': 'button:has-text(""add item"" i)', 'description': 'Click button to add items to order'}, {'action': 'find', 'selector': 'input[name*=quantity i]', 'description': 'Find quantity input field'}, {'action': 'type', 'text': '10', 'description': 'Enter quantity of 10'}, {'action': 'click', 'selector': 'button:has-text(""order"" i), button:has-text(""submit"" i)', 'description': 'Click button to submit order'}] is not valid under any of the given schemas",fail
85a846ff,2,0.0,claude-3-5-sonnet-20240620,GUI,anthropic/claude-3-5-sonnet-20240620/85a846ff_v2_t0_0.json,0.0,"[{'action': 'find', 'selector': 'input[name*=account i]', 'description': 'Find account input field'}, {'action': 'type', 'text': '{ACCOUNT_NUMBER}', 'description': 'Enter account number'}, {'action': 'find', 'selector': 'input[name*=amount i], input[type=number]', 'description': 'Find amount input field'}, {'action': 'type', 'text': '{AMOUNT}', 'description': 'Enter amount'}, {'action': 'find', 'selector': 'textarea[name*=memo i]', 'description': 'Find memo text area'}, {'action': 'type', 'text': '{MEMO_TEXT}', 'description': 'Enter memo text'}, {'action': 'find', 'selector': 'button:has-text(""post"" i), button:has-text(""save"" i)', 'description': 'Find post/save button'}, {'action': 'click', 'description': 'Click post/save button'}] is not valid under any of the given schemas",0.0,"[{'action': 'find', 'selector': 'input[name*=account i]', 'description': 'Find account input field'}, {'action': 'type', 'text': '{ACCOUNT_NUMBER}', 'description': 'Enter account number'}, {'action': 'find', 'selector': 'input[name*=amount i], input[type=number]', 'description': 'Find amount input field'}, {'action': 'type', 'text': '{AMOUNT}', 'description': 'Enter amount'}, {'action': 'find', 'selector': 'textarea[name*=memo i]', 'description': 'Find memo text area'}, {'action': 'type', 'text': '{MEMO_TEXT}', 'description': 'Enter memo text'}, {'action': 'find', 'selector': 'button:has-text(""post"" i), button:has-text(""save"" i)', 'description': 'Find post/save button'}, {'action': 'click', 'description': 'Click post/save button'}] is not valid under any of the given schemas",fail
47817359,2,0.5,claude-3-5-sonnet-20240620,GUI,anthropic/claude-3-5-sonnet-20240620/47817359_v2_t0_5.json,0.0,"[{'action': 'find', 'selector': 'input[name*=account i]', 'description': 'Find the account input field'}, {'action': 'type', 'selector': 'input[name*=account i]', 'text': '{ACCOUNT_NUMBER}', 'description': 'Enter the account number'}, {'action': 'find', 'selector': 'input[name*=amount i], input[type=number]', 'description': 'Find the amount input field'}, {'action': 'type', 'selector': 'input[name*=amount i], input[type=number]', 'text': '{TRANSACTION_AMOUNT}', 'description': 'Enter the transaction amount'}, {'action': 'find', 'selector': 'textarea[name*=memo i]', 'description': 'Find the memo text area'}, {'action': 'type', 'selector': 'textarea[name*=memo i]', 'text': '{TRANSACTION_DESCRIPTION}', 'description': 'Enter a description of the transaction'}, {'action': 'click', 'selector': 'button:has-text(""post"" i), button:has-text(""save"" i)', 'description': 'Click the post/save button to record the transaction'}] is not valid under any of the given schemas",0.0,"[{'action': 'find', 'selector': 'input[name*=account i]', 'description': 'Find the account input field'}, {'action': 'type', 'selector': 'input[name*=account i]', 'text': '{ACCOUNT_NUMBER}', 'description': 'Enter the account number'}, {'action': 'find', 'selector': 'input[name*=amount i], input[type=number]', 'description': 'Find the amount input field'}, {'action': 'type', 'selector': 'input[name*=amount i], input[type=number]', 'text': '{TRANSACTION_AMOUNT}', 'description': 'Enter the transaction amount'}, {'action': 'find', 'selector': 'textarea[name*=memo i]', 'description': 'Find the memo text area'}, {'action': 'type', 'selector': 'textarea[name*=memo i]', 'text': '{TRANSACTION_DESCRIPTION}', 'description': 'Enter a description of the transaction'}, {'action': 'click', 'selector': 'button:has-text(""post"" i), button:has-text(""save"" i)', 'description': 'Click the post/save button to record the transaction'}] is not valid under any of the given schemas",fail
0dd1e9ca,2,0.5,claude-3-5-sonnet-20240620,GUI,anthropic/claude-3-5-sonnet-20240620/0dd1e9ca_v2_t0_5.json,0.0,"[{'action': 'click', 'selector': 'select[name*=report i]', 'value': None}, {'action': 'select', 'selector': 'select[name*=report i]', 'value': 'Executive Summary'}, {'action': 'click', 'selector': 'button:has-text(""generate"" i)', 'value': None}, {'action': 'wait', 'selector': None, 'value': 5000}, {'action': 'click', 'selector': 'button:has-text(""export"" i)', 'value': None}, {'action': 'click', 'selector': 'a:has-text(""download"" i)', 'value': None}] is not valid under any of the given schemas",0.0,"[{'action': 'click', 'selector': 'select[name*=report i]', 'value': None}, {'action': 'select', 'selector': 'select[name*=report i]', 'value': 'Executive Summary'}, {'action': 'click', 'selector': 'button:has-text(""generate"" i)', 'value': None}, {'action': 'wait', 'selector': None, 'value': 5000}, {'action': 'click', 'selector': 'button:has-text(""export"" i)', 'value': None}, {'action': 'click', 'selector': 'a:has-text(""download"" i)', 'value': None}] is not valid under any of the given schemas",fail
