uid,variant,temp,model,modality,file,strict,strict_reason,rescued,rescued_reason,schema_status
0c07452f,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/0c07452f_v0_t0_0.json,1.0,ok,1.0,ok,strict
8cc4a9e1,0,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/8cc4a9e1_v0_t0_5.json,1.0,ok,1.0,ok,strict
7e365caf,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/7e365caf_v0_t0_0.json,1.0,ok,1.0,ok,strict
b4ec494d,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/b4ec494d_v1_t0_5.json,1.0,ok,1.0,ok,strict
8fc9d168,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/8fc9d168_v1_t0_5.json,1.0,ok,1.0,ok,strict
936aa3e5,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/936aa3e5_v1_t0_5.json,1.0,ok,1.0,ok,strict
faa67d8f,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/faa67d8f_v0_t0_5.json,0.0,empty or missing block (strict),0.0,empty or missing block (rescued),fail
47817359,1,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/47817359_v1_t0_0.json,1.0,ok,1.0,ok,strict
27910ee5,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/27910ee5_v0_t0_0.json,1.0,ok,1.0,ok,strict
a79efa23,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/a79efa23_v2_t0_5.json,1.0,ok,1.0,ok,strict
1b64c419,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/1b64c419_v2_t0_5.json,1.0,ok,1.0,ok,strict
0dd1e9ca,0,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/0dd1e9ca_v0_t0_0.json,0.0,"[{'action': 'select', 'selector': 'select[name*=report i]', 'text': 'Financial Summary Report'}, {'action': 'click', 'selector': 'button:has-text(""generate"" i)'}, {'action': 'wait', 'text': '5000'}, {'action': 'click', 'selector': 'a:has-text(""download"" i)'}] is not valid under any of the given schemas",0.0,"[{'action': 'select', 'selector': 'select[name*=report i]', 'text': 'Financial Summary Report'}, {'action': 'click', 'selector': 'button:has-text(""generate"" i)'}, {'action': 'wait', 'text': '5000'}, {'action': 'click', 'selector': 'a:has-text(""download"" i)'}] is not valid under any of the given schemas",fail
9cebf902,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/9cebf902_v0_t0_0.json,1.0,ok,1.0,ok,strict
dc35566b,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/dc35566b_v2_t0_0.json,1.0,ok,1.0,ok,strict
85a846ff,1,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/85a846ff_v1_t0_5.json,1.0,ok,1.0,ok,strict
b4ec494d,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/b4ec494d_v2_t0_0.json,1.0,ok,1.0,ok,strict
f260aa25,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/f260aa25_v0_t0_0.json,1.0,ok,1.0,ok,strict
07080553,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/07080553_v1_t0_0.json,1.0,ok,1.0,ok,strict
25c9f684,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/25c9f684_v1_t0_5.json,1.0,ok,1.0,ok,strict
f6d74921,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/f6d74921_v2_t0_0.json,1.0,ok,1.0,ok,strict
9cebf902,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/9cebf902_v2_t0_5.json,1.0,ok,1.0,ok,strict
dc35566b,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/dc35566b_v0_t0_5.json,1.0,ok,1.0,ok,strict
2bc72355,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/2bc72355_v1_t0_5.json,1.0,ok,1.0,ok,strict
faa67d8f,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/faa67d8f_v2_t0_0.json,1.0,ok,1.0,ok,strict
bbf22c00,1,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/bbf22c00_v1_t0_5.json,1.0,ok,1.0,ok,strict
0dd1e9ca,2,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/0dd1e9ca_v2_t0_5.json,1.0,ok,1.0,ok,strict
1b64c419,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/1b64c419_v0_t0_0.json,1.0,ok,1.0,ok,strict
a79efa23,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/a79efa23_v0_t0_0.json,1.0,ok,1.0,ok,strict
27910ee5,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/27910ee5_v2_t0_5.json,1.0,ok,1.0,ok,strict
ab599408,1,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/ab599408_v1_t0_5.json,1.0,ok,1.0,ok,strict
f6d74921,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/f6d74921_v0_t0_5.json,1.0,ok,1.0,ok,strict
0c07452f,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/0c07452f_v1_t0_0.json,1.0,ok,1.0,ok,strict
9652a31e,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/9652a31e_v1_t0_0.json,1.0,ok,1.0,ok,strict
b4ec494d,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/b4ec494d_v0_t0_5.json,1.0,ok,1.0,ok,strict
f260aa25,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/f260aa25_v2_t0_5.json,0.0,empty or missing block (strict),1.0,ok,rescued
8cc4a9e1,1,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/8cc4a9e1_v1_t0_5.json,1.0,ok,1.0,ok,strict
7e365caf,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/7e365caf_v1_t0_0.json,1.0,ok,1.0,ok,strict
2bc72355,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/2bc72355_v0_t0_0.json,1.0,ok,1.0,ok,strict
85a846ff,2,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/85a846ff_v2_t0_5.json,1.0,ok,1.0,ok,strict
dc35566b,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/dc35566b_v1_t0_0.json,1.0,ok,1.0,ok,strict
47817359,2,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/47817359_v2_t0_0.json,0.0,"['input[name*=account i]', 'input[name*=amount i], input[type=number]', 'textarea[name*=memo i]', 'button:has-text(""post"" i), button:has-text(""save"" i)'] is not valid under any of the given schemas",0.0,"['input[name*=account i]', 'input[name*=amount i], input[type=number]', 'textarea[name*=memo i]', 'button:has-text(""post"" i), button:has-text(""save"" i)'] is not valid under any of the given schemas",fail
bbf22c00,0,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/bbf22c00_v0_t0_0.json,1.0,ok,1.0,ok,strict
1b64c419,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/1b64c419_v1_t0_5.json,1.0,ok,1.0,ok,strict
a79efa23,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/a79efa23_v1_t0_5.json,1.0,ok,1.0,ok,strict
8fc9d168,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/8fc9d168_v2_t0_5.json,1.0,ok,1.0,ok,strict
936aa3e5,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/936aa3e5_v2_t0_5.json,1.0,ok,1.0,ok,strict
9652a31e,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/9652a31e_v0_t0_5.json,0.0,empty or missing block (strict),0.0,empty or missing block (rescued),fail
ab599408,0,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/ab599408_v0_t0_0.json,1.0,ok,1.0,ok,strict
25c9f684,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/25c9f684_v2_t0_5.json,1.0,ok,1.0,ok,strict
07080553,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/07080553_v2_t0_0.json,1.0,ok,1.0,ok,strict
f6d74921,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/f6d74921_v1_t0_0.json,1.0,ok,1.0,ok,strict
0c07452f,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/0c07452f_v0_t0_5.json,1.0,ok,1.0,ok,strict
8cc4a9e1,0,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/8cc4a9e1_v0_t0_0.json,1.0,ok,1.0,ok,strict
7e365caf,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/7e365caf_v0_t0_5.json,1.0,ok,1.0,ok,strict
b4ec494d,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/b4ec494d_v1_t0_0.json,1.0,ok,1.0,ok,strict
faa67d8f,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/faa67d8f_v1_t0_0.json,1.0,ok,1.0,ok,strict
47817359,0,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/47817359_v0_t0_5.json,1.0,ok,1.0,ok,strict
27910ee5,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/27910ee5_v1_t0_5.json,1.0,ok,1.0,ok,strict
bbf22c00,2,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/bbf22c00_v2_t0_5.json,1.0,ok,1.0,ok,strict
0dd1e9ca,1,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/0dd1e9ca_v1_t0_5.json,1.0,ok,1.0,ok,strict
8fc9d168,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/8fc9d168_v0_t0_0.json,1.0,ok,1.0,ok,strict
936aa3e5,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/936aa3e5_v0_t0_0.json,1.0,ok,1.0,ok,strict
2bc72355,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/2bc72355_v2_t0_5.json,1.0,ok,1.0,ok,strict
9cebf902,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/9cebf902_v1_t0_5.json,1.0,ok,1.0,ok,strict
85a846ff,0,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/85a846ff_v0_t0_0.json,1.0,ok,1.0,ok,strict
8cc4a9e1,2,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/8cc4a9e1_v2_t0_5.json,1.0,ok,1.0,ok,strict
7e365caf,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/7e365caf_v2_t0_0.json,1.0,ok,1.0,ok,strict
f260aa25,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/f260aa25_v1_t0_5.json,1.0,ok,1.0,ok,strict
9652a31e,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/9652a31e_v2_t0_0.json,1.0,ok,1.0,ok,strict
07080553,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/07080553_v0_t0_5.json,1.0,ok,1.0,ok,strict
25c9f684,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/25c9f684_v0_t0_0.json,1.0,ok,1.0,ok,strict
ab599408,2,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/ab599408_v2_t0_5.json,1.0,ok,1.0,ok,strict
0c07452f,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/0c07452f_v2_t0_0.json,1.0,ok,1.0,ok,strict
9cebf902,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/9cebf902_v2_t0_0.json,1.0,ok,1.0,ok,strict
dc35566b,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/dc35566b_v0_t0_0.json,1.0,ok,1.0,ok,strict
2bc72355,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/2bc72355_v1_t0_0.json,1.0,ok,1.0,ok,strict
faa67d8f,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/faa67d8f_v2_t0_5.json,1.0,ok,1.0,ok,strict
1b64c419,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/1b64c419_v0_t0_5.json,1.0,ok,1.0,ok,strict
0dd1e9ca,2,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/0dd1e9ca_v2_t0_0.json,1.0,ok,1.0,ok,strict
bbf22c00,1,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/bbf22c00_v1_t0_0.json,1.0,ok,1.0,ok,strict
a79efa23,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/a79efa23_v0_t0_5.json,1.0,ok,1.0,ok,strict
27910ee5,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/27910ee5_v2_t0_0.json,1.0,ok,1.0,ok,strict
ab599408,1,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/ab599408_v1_t0_0.json,1.0,ok,1.0,ok,strict
f6d74921,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/f6d74921_v0_t0_0.json,1.0,ok,1.0,ok,strict
0c07452f,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/0c07452f_v1_t0_5.json,1.0,ok,1.0,ok,strict
9652a31e,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/9652a31e_v1_t0_5.json,1.0,ok,1.0,ok,strict
b4ec494d,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/b4ec494d_v0_t0_0.json,1.0,ok,1.0,ok,strict
f260aa25,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/f260aa25_v2_t0_0.json,1.0,ok,1.0,ok,strict
8cc4a9e1,1,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/8cc4a9e1_v1_t0_0.json,1.0,ok,1.0,ok,strict
7e365caf,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/7e365caf_v1_t0_5.json,1.0,ok,1.0,ok,strict
8fc9d168,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/8fc9d168_v1_t0_0.json,1.0,ok,1.0,ok,strict
936aa3e5,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/936aa3e5_v1_t0_0.json,1.0,ok,1.0,ok,strict
faa67d8f,0,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/faa67d8f_v0_t0_0.json,1.0,ok,1.0,ok,strict
47817359,1,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/47817359_v1_t0_5.json,1.0,ok,1.0,ok,strict
27910ee5,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/27910ee5_v0_t0_5.json,1.0,ok,1.0,ok,strict
a79efa23,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/a79efa23_v2_t0_0.json,1.0,ok,1.0,ok,strict
0dd1e9ca,0,0.5,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/0dd1e9ca_v0_t0_5.json,1.0,ok,1.0,ok,strict
1b64c419,2,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/1b64c419_v2_t0_0.json,1.0,ok,1.0,ok,strict
9cebf902,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/9cebf902_v0_t0_5.json,1.0,ok,1.0,ok,strict
dc35566b,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/dc35566b_v2_t0_5.json,1.0,ok,1.0,ok,strict
85a846ff,1,0.0,gemini-2.5-flash-preview-05-20,GUI,gemini/gemini-2.5-flash-preview-05-20/85a846ff_v1_t0_0.json,1.0,ok,1.0,ok,strict
b4ec494d,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/b4ec494d_v2_t0_5.json,1.0,ok,1.0,ok,strict
f260aa25,0,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/f260aa25_v0_t0_5.json,1.0,ok,1.0,ok,strict
07080553,1,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/07080553_v1_t0_5.json,1.0,ok,1.0,ok,strict
25c9f684,1,0.0,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/25c9f684_v1_t0_0.json,1.0,ok,1.0,ok,strict
f6d74921,2,0.5,gemini-2.5-flash-preview-05-20,TEXT,gemini/gemini-2.5-flash-preview-05-20/f6d74921_v2_t0_5.json,1.0,ok,1.0,ok,strict
faa67d8f,1,0.5,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/faa67d8f_v1_t0_5.json,0.0,empty or missing block (strict),1.0,ok,rescued
47817359,0,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/47817359_v0_t0_0.json,0.0,no parsable JSON,0.0,no parsable JSON,fail
27910ee5,1,0.0,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/27910ee5_v1_t0_0.json,0.0,empty or missing block (strict),0.0,empty or missing block (rescued),fail
0dd1e9ca,1,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/0dd1e9ca_v1_t0_0.json,1.0,ok,1.0,ok,strict
bbf22c00,2,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/bbf22c00_v2_t0_0.json,0.0,"[{'click': 'table:has-text(""order"" i) >> tr >> input[type=checkbox]'}, {'click': 'table:has-text(""invoice"" i) >> tr >> input[type=checkbox]'}, {'click': 'button:has-text(""match"" i)'}, {'click': 'button:has-text(""record"" i)'}] is not valid under any of the given schemas",0.0,"[{'click': 'table:has-text(""order"" i) >> tr >> input[type=checkbox]'}, {'click': 'table:has-text(""invoice"" i) >> tr >> input[type=checkbox]'}, {'click': 'button:has-text(""match"" i)'}, {'click': 'button:has-text(""record"" i)'}] is not valid under any of the given schemas",fail
8fc9d168,0,0.5,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/8fc9d168_v0_t0_5.json,0.0,empty or missing block (strict),0.0,empty or missing block (rescued),fail
936aa3e5,0,0.5,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/936aa3e5_v0_t0_5.json,0.0,empty or missing block (strict),0.0,empty or missing block (rescued),fail
